Date,month,Country,Portfolio,Asset No,Battery Capacity (MW),Export Energy (kWh),PV Energy (kWh),Charge Energy (kWh),Discharge Energy (kWh),Min SOC ,Max SOC ,Min ESS Temperature ,Max ESS Temperature ,Min ESS Humidity ,Max ESS Humidity ,RTE(%)
01-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,2175.7,2260.7,1247,1162,2.5,90,16.7,21.8,27.2,35,0.931836407
02-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1445.9,1492.9,843,796,2.5,62.5,16.8,20.8,27.3,38.2,0.944246738
03-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1841.9,1900.9,1048,989,2,77,16.8,21.8,21.8,34.1,0.94370229
04-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1900.7,1971.7,1177,1106,2,85,16.8,21.9,23.2,30.4,0.939677145
05-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,256.1,268.1,12,0,2.5,3.5,16.7,19.7,26.7,41.4,0
06-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,877.8,892.8,323,308,2,29,16.8,19.8,24.7,41.8,0.953560372
07-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,893.7,927.7,291,257,2,24,16.8,19.7,22.9,32.2,0.883161512
08-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,407.6,448.6,41,0,2.5,6.5,16.9,19.7,25.4,37.9,0
09-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,728.5,708.5,142,162,2,16.5,16.6,19.8,22.3,34.5,1.14084507
10-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,539.6,549.6,138,128,1.5,14.9,16.6,19.7,23.3,33.5,0.927536232
11-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,398.1,448.1,50,0,1.5,6.5,16.7,19.7,26.4,34,0
12-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,941.5,942.5,438,437,2,38.5,16.7,19.8,23.4,32.9,0.997716895
13-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1241.5,1276.5,565,530,2,45.5,16.6,19.7,26.8,35.8,0.938053097
14-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1532.2,1585.2,877,824,2.5,64.5,16.9,20.5,30.8,41.3,0.939566705
15-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,813.7,827.7,262,248,2,22.8,16.7,19.6,21.8,40.8,0.946564885
16-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,411.8,408.8,73,76,1.5,10.5,16.7,19.7,24.3,31.2,1.04109589
17-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1850,1926,1183,1107,1.5,85,16.7,21.4,24.5,32.1,0.935756551
18-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1824,1896,1093,1021,2,79.5,16.6,21.8,27.4,37.7,0.934126258
19-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1642.3,1714.3,828,756,2.2,60.5,16.7,20.4,30.5,39.8,0.913043478
20-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1494.2,1565.2,893,822,2.5,64.5,16.8,21.1,27.9,39.7,0.920492721
21-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,2149,2235,1269,1183,2,90.5,16.7,22.3,27.8,37.1,0.932230102
22-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1251.3,1302.3,552,501,2,43,16.8,19.6,30.7,42.2,0.907608696
23-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,2021.5,2112.5,1264,1173,2,90,16.8,22.2,32.8,44.9,0.928006329
24-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,1443.3,1509.3,819,753,2,60.2,16.9,20.4,33.1,45.8,0.919413919
25-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,2068.7,2155.7,1263,1176,2,90.2,16.9,22.3,28.2,44.6,0.93111639
26-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,867.5,899.5,369,337,1.5,31,16.7,19.6,28.5,39.6,0.913279133
27-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,723.8,759.8,279,243,2,22.5,16.7,19.7,25.9,43.2,0.870967742
28-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,569.5,580.5,136,125,1.5,14,16.6,19.7,25.8,34,0.919117647
29-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,824.9,862.9,228,190,1.5,18.5,16.7,19.7,22.3,30.7,0.833333333
30-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,2363.4,2457.4,1267,1173,2,90.5,16.5,21.7,24.5,33.3,0.925808998
31-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_18,1.4976,827.3,861.3,401,367,2,33,16.8,19.6,28.6,50.3,0.91521197
01-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,219.5,221.5,2,0,2.5,2.5,16.9,19.7,36,51.1,0
02-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1695.7,1782.7,1104,1017,2,79.5,16.9,20.3,30.8,47.7,0.921195652
03-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1297.8,1347.8,591,541,2,46,16.6,19.5,22.2,39.4,0.915397631
04-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,948.6,976.6,268,240,2.5,22.5,16.5,19.6,23.7,30.1,0.895522388
05-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,946,980,389,355,2,32.8,16.5,19.6,22.1,32.2,0.912596401
06-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,794,832,302,264,2,24.5,16.5,19.7,22.9,31.8,0.874172185
07-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,695.3,706.3,145,134,1.8,14.5,16.5,19.7,21.8,32.6,0.924137931
08-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1084.7,1128.7,415,371,2,34.2,16.4,19.6,21,27.3,0.893975904
09-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1171.7,1209.7,426,388,2,35.3,16.6,19.6,23,28.9,0.910798122
10-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1366.1,1421.1,632,577,2,49,16.6,19.6,24,29.4,0.912974684
11-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2476.9,2564.9,1258,1170,2.5,90,16.4,22.1,22.4,34.8,0.930047695
12-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,368.9,382.9,14,0,2.5,3.5,15.8,19.7,31.6,54.2,0
13-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2350,2429,1247,1168,2.5,90,16.6,22,23.8,36.7,0.936647955
14-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1916.4,1981.4,1074,1009,2,79,16.6,21.8,27.4,36.3,0.939478585
15-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,214.9,214.9,0,0,2.5,3,16.8,19.7,31.3,43.5,0
16-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2079.4,2152.4,1141,1068,2.5,83,16.7,20.3,32.8,49.7,0.936021034
17-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2406,2485,1252,1173,2.5,90,16.7,22.1,22,46.6,0.936900958
18-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2188,2251,1057,994,2,77.5,16.7,21.5,20.2,28.1,0.940397351
19-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2102.1,2169.1,1086,1019,2,79.5,16.7,21.8,20.2,27,0.938305709
20-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1848.6,1916.6,1071,1003,2,78,16.3,21.7,18.5,26.5,0.936507937
21-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1921.3,1983.3,1000,938,2,73.8,16.6,21.4,18.6,25.1,0.938
22-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1537.2,1585.2,670,622,2,51.5,16.6,19.6,21.5,29.1,0.928358209
23-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1285.8,1326.8,506,465,2,40.5,16.6,19.6,20.1,26.1,0.918972332
24-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1429.4,1475.4,546,500,2.5,43,16.6,19.6,20.5,27.3,0.915750916
25-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,1568.6,1605.6,668,631,2,52.2,16.5,19.6,23.8,33.9,0.944610778
26-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2355,2421,1241,1175,2.5,90,16.9,22.1,29.4,41,0.946817083
27-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,537.7,532.7,75,80,1.5,11,16.6,19.7,30.1,47.7,1.066666667
28-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_18,1.4976,2339.3,2418.3,1253,1174,1.5,90,16.9,22.9,33.5,53.9,0.936951317
01-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,458,452,80,86,1.5,11.3,17,19.7,36.2,50.7,1.075
02-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,389.2,413.2,24,0,1.5,3,16.7,19.8,36.8,55,0
03-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,587.5,598.5,158,147,2,15.8,16.2,19.8,35.6,54.3,0.930379747
04-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,781.3,823.3,262,220,2,21,17,19.7,36,50.9,0.839694656
05-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,664.9,685.9,172,151,2,15.5,16.9,19.7,35.5,50.2,0.877906977
06-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2399.1,2511.1,1268,1156,2,90,16.9,21.7,28.1,47.4,0.911671924
07-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2068.9,2139.9,1241,1170,2.5,90,16.7,22.1,30.5,41,0.942788074
08-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1087.7,1116.7,288,259,2.5,24,16.8,19.6,33.9,49.6,0.899305556
09-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2629.1,2726.1,1258,1161,2.7,90,16.8,21.8,32.9,48.8,0.922893482
10-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,474.6,509.6,35,0,3,7,16.7,19.7,34.4,48.7,0
11-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1356.9,1389.9,618,585,2.5,50,16.8,19.7,36.5,52.8,0.946601942
12-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,620.5,620.5,87,87,1.5,11.5,16.4,19.7,35.3,52.3,1
13-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1232.7,1322.7,620,530,1.5,46.5,16.7,19.7,32.1,51,0.85483871
14-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1872.2,1951.2,1041,962,3,77,17.1,22.1,21.8,46.6,0.924111431
15-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1006.6,1048.6,484,442,3,39.5,17,19.7,31,51.8,0.91322314
16-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,993,997,144,140,2,15,16.6,19.6,24.6,48.6,0.972222222
17-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2266.4,2362.4,988,892,2,72,16.4,19.6,21.5,32.4,0.902834008
18-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1547.4,1591.4,622,578,2.5,49.3,16.7,19.5,23.3,35.2,0.92926045
19-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2738.3,2832.3,1156,1062,3,84,16.7,21.6,23.3,32.1,0.918685121
20-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2733.4,2817.4,1248,1164,2.5,90,16.5,22.1,27.5,45.9,0.932692308
21-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2682.9,2778.9,1255,1159,3,90,16.7,23.2,33.1,51.3,0.923505976
22-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2854.1,2950.1,1251,1155,3,90,16.7,23.2,33.4,52.2,0.923261391
23-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2660.2,2747.2,1239,1152,3.1,90,17.1,23.4,33.2,55.2,0.929782082
24-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2542.3,2611.3,1235,1166,2.5,90,17.1,23.7,33.2,56.4,0.944129555
25-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2491.9,2572.9,1242,1161,2.5,90,16.8,23.7,33.3,53.5,0.934782609
26-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2117.1,2195.1,1080,1002,0,79.5,16.9,23.5,33.7,64.6,0.927777778
27-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,302,337,35,0,3.5,7.6,16.8,20.5,36.2,54.2,0
28-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2052.5,2105.5,1050,997,3.2,79.8,16.9,19.7,28.9,48.3,0.94952381
29-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,1637.9,1683.9,649,603,3,51.5,16.7,19.7,27.7,41.7,0.929121726
30-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2428,2489,1158,1097,2.5,85,16.7,21.8,19.6,33.2,0.947322971
31-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_18,1.4976,2674.3,2758.3,1250,1166,3,90,16.6,22,25.7,36.4,0.9328
01-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2522.8,2592.8,1244,1174,2.5,90,16.9,22.2,25.2,39.2,0.943729904
02-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2883.6,2967.6,1258,1174,2.5,90,16.8,22.3,30,39.9,0.933227345
03-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2298.1,2357.1,972,913,2,72,16.9,21.5,32.6,43,0.939300412
04-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2592.7,2665.7,1247,1174,2.5,90,16.7,22.4,33.8,49.6,0.941459503
05-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1159.4,1166.4,315,308,2,28.6,16.2,20.2,36.7,53.4,0.977777778
06-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,3073.2,3158.2,1256,1171,2,90,16.9,23,31.8,47.7,0.932324841
07-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2822,2898,1250,1174,2.5,90,16.7,23.7,33.4,49.4,0.9392
08-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2735.3,2819.3,1258,1174,2.5,90,16.8,23.6,33.3,54,0.933227345
09-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1902,1971,1048,979,2.5,77,16.8,23.2,33.4,54.3,0.934160305
10-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2581.5,2665.5,1258,1174,2.5,90,16.9,23.4,33.1,51.2,0.933227345
11-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2688.1,2777.1,1258,1169,2.5,90,16.7,23.7,32.7,54,0.929252782
12-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,546.4,577.4,276,245,2.5,23,16.8,21.6,36.1,56.5,0.887681159
13-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2543.6,2619.6,900,824,2.5,65.5,17,20.9,30.1,49,0.915555556
14-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2917.3,3004.3,1254,1167,2.4,90,16.9,23.4,32.4,51.7,0.93062201
15-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,3054,3145,1260,1169,2.5,90.1,17,23.4,32.8,48.8,0.927777778
16-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2577.7,2665.7,1256,1168,2.5,90.1,16.9,23.8,32.6,53.3,0.929936306
17-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,562.4,595.4,286,253,2.5,23.5,16.7,21.6,36.7,59.4,0.884615385
18-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1045.8,1100.8,590,535,2,46,16.9,19.7,37.5,54.9,0.906779661
19-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1422.6,1490.6,843,775,2.5,62,17,22.1,35.9,54.9,0.919335706
20-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1098.9,1151.9,646,593,2,50,17.5,22.1,37.5,53.1,0.917956656
21-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2821,2918,1265,1168,2,90.5,17.3,24.2,32.5,52,0.923320158
22-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,505.6,529.6,214,190,2.5,18.5,16.7,22,34.2,55.3,0.887850467
23-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1547.8,1602.8,713,658,2,54.5,16.3,19.7,36.7,54.1,0.92286115
24-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2896,2991,1263,1168,2,90.4,16.9,23.7,32.3,52,0.924782264
25-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2576.6,2663.6,1257,1170,2,90.4,17.3,23.4,30.3,54.6,0.930787589
26-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,3021.1,3116.1,1264,1169,2,90.5,16.9,23.6,31.9,52.2,0.924841772
27-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,1934,2011,1079,1002,2,79,17,23.6,32.7,57.2,0.928637627
28-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,2778.7,2870.7,1253,1161,2.5,90,16.9,23.6,32.7,51.7,0.926576217
29-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,3069.4,3163.4,1258,1164,2.5,90,16.8,23.7,33.3,55.2,0.925278219
30-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_18,1.4976,3000.9,3084.9,1253,1169,2.5,90,17.1,23.9,32.7,54.6,0.932960894
01-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,348.8,357.8,135,126,1.5,14,16.7,21.7,34.6,55,0.933333333
02-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,3121.1,3219.1,1270,1172,2,90,16.9,23.3,33.4,49.2,0.922834646
03-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1370.3,1408.3,494,456,2.5,40,16.8,20.8,36.5,54.8,0.923076923
04-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,3201.5,3286.5,1257,1172,2.5,90,16.8,23.7,33.1,48.6,0.932378679
05-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,774.5,794.5,272,252,2.5,23.5,16.8,21.2,35.8,49.8,0.926470588
06-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1190.2,1232.2,625,583,2.4,49.5,17,19.8,36.7,52,0.9328
07-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2927.3,2998.3,1244,1173,2.5,90,16.8,23.7,33.3,53,0.942926045
08-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2497.9,2564.9,1238,1171,2.5,90,17,23.9,33,56.7,0.945880452
09-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,154.7,185.7,31,0,2.5,3.5,16.8,21.7,35,55,0
10-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1695.3,1763.3,778,710,2.3,58,16.9,19.7,36.9,51,0.912596401
11-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2007.4,2089.4,1140,1058,2.5,82.5,16.7,23.4,33.6,55.7,0.928070175
12-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2907.7,2991.7,1258,1174,2.5,90,17,24.1,32.9,54.1,0.933227345
13-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2900.9,2983.9,1256,1173,2.5,90,17,24.1,32.6,53.4,0.933917197
14-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1880.6,1947.6,878,811,2.5,64,17.4,23.5,33.7,60,0.923690205
15-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1056.7,1095.7,482,443,2,38.5,17.5,20.7,37.7,54,0.919087137
16-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,238.4,253.4,76,61,1.5,9.5,17,20,37.2,54.8,0.802631579
17-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1903.7,1992.7,1105,1016,1.5,79.5,16.7,23.1,33.4,56.2,0.919457014
18-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2220.5,2305.5,1210,1125,2,87.5,16.7,23.7,33.4,54,0.929752066
19-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2718.1,2810.1,1260,1168,2,90.3,17.2,24.2,32.8,55,0.926984127
20-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1118.9,1172.9,644,590,2,50,17.2,22.5,34.2,55.3,0.916149068
21-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,444.7,456.7,79,67,1.5,10,17.5,20.5,39.1,53.5,0.848101266
22-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2493.5,2609.5,1270,1154,1.5,90,17.3,24,33.4,53.4,0.908661417
23-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,532.1,554.1,254,232,2.5,22,17.4,21.6,35.5,54.3,0.913385827
24-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,1715.8,1785.8,793,723,2,59,16.8,19.7,38.1,55,0.911727617
25-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2866.2,2962.2,1263,1167,2.5,90.3,17.1,23.9,32.2,53.7,0.923990499
26-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2774.5,2864.5,1257,1167,2.5,90.1,16.7,24.1,32.2,53,0.928400955
27-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2734.4,2823.4,1256,1167,2.5,90.1,17.3,24.2,32.2,57.7,0.929140127
28-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2145.1,2225.1,1239,1159,2.5,89.9,17.1,24.2,32.5,51,0.9354318
29-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2758.9,2851.9,1258,1165,2.5,90.1,17.3,24.1,31.4,54.5,0.926073132
30-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2726.2,2819.2,1256,1163,2.5,90,17.1,24.2,32.3,57.8,0.925955414
31-May-25,25-May,korea,korea-blackwood,KR_BW_18,1.4976,2092.9,2162.9,989,919,2,73.5,17,23.7,33.4,57.2,0.929221436
01-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2642.8,2727.8,1248,1163,2.5,90,17.2,24.5,31.3,51.2,0.931891026
02-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,766.9,803.9,476,439,2,38.5,17,22.6,33.5,55.8,0.922268908
03-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2685.1,2762.1,876,799,2.5,64.3,17.4,23.1,33.6,52.4,0.912100457
04-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2643.2,2731.2,1251,1163,2,90,17.1,24.2,32.3,52.5,0.929656275
05-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2900.2,2984.2,1258,1174,2,90.3,17,24.5,31.4,52.4,0.933227345
06-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1913.1,1969.1,886,830,2.5,65.5,17.3,24.2,32.7,52.1,0.936794582
07-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,975,997,436,414,2,36.5,18.6,21,38.8,50.2,0.949541284
08-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,714.7,741.7,286,259,2,24,17.9,20.7,39.5,53.8,0.905594406
09-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1550.8,1591.8,621,580,2,49,17.7,20.8,39.2,53.2,0.933977456
10-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1097.6,1125.6,435,407,2,36,17.2,20.5,39.2,53.9,0.935632184
11-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2508.3,2579.3,1249,1178,2,90.5,17.7,24.4,31.1,51.2,0.943154524
12-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,643.9,682.9,301,262,2,24.3,17.2,22.9,33.3,61.1,0.870431894
13-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1190.8,1242.8,663,611,2,50.5,17.7,21.8,39.7,46.5,0.921568627
14-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,858.7,897.7,358,319,1.5,29.5,17.2,20.7,40,53,0.891061453
15-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,825,878,476,423,2,37.5,17.8,20.7,40,53.3,0.888655462
16-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1828.7,1909.7,907,826,2.5,65.5,18.3,24.1,33.3,53.7,0.910694598
17-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2322,2399,1118,1041,2,81.5,18.6,24.7,32,46.7,0.931127013
18-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1978.8,2053.8,1055,980,2,77,17.3,24.4,32.1,53.3,0.928909953
19-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1548.4,1606.4,695,637,2,52.5,19.3,24.3,34.8,49.8,0.916546763
20-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,562.7,598.7,266,230,2.2,21.5,19,20.9,39.7,49.2,0.864661654
21-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,383.9,401.9,149,131,1.5,14,18.7,20.7,40.3,53.5,0.879194631
22-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1445.2,1519.2,837,763,1.5,61.5,18.5,22.6,38.8,52.9,0.911589008
23-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,1940.4,2006.4,1049,983,2,77,17.3,24.5,33.9,51.1,0.937082936
24-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,820.1,855.1,369,334,1.5,30.5,18.6,22.1,38.7,51.5,0.905149051
25-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2355.2,2437.2,1106,1024,2,80,17.7,24.8,33.6,48.7,0.925858951
26-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2761.9,2855.9,1263,1169,2,90.5,17.8,25.1,34.5,50.9,0.92557403
